year	argentina_alcb	argentina_anmp	argentina_crls	argentina_frts	argentina_mscl	argentina_olcr	argentina_plss	argentina_sgrc	argentina_spcs	argentina_stml	argentina_strr	argentina_vgtb	colombia_alcb	colombia_anmp	colombia_crls	colombia_frts	colombia_mscl	colombia_olcr	colombia_plss	colombia_sgrc	colombia_spcs	colombia_stml	colombia_strr	colombia_vgtb	france_alcb	france_anmp	france_crls	france_frts	france_mscl	france_olcr	france_plss	france_sgrc	france_spcs	france_stml	france_strr	france_vgtb	germany_alcb	germany_anmp	germany_crls	germany_frts	germany_mscl	germany_olcr	germany_plss	germany_sgrc	germany_spcs	germany_stml	germany_strr	germany_vgtb	india_alcb	india_anmp	india_crls	india_frts	india_mscl	india_olcr	india_plss	india_sgrc	india_spcs	india_stml	india_strr	india_vgtb	japan_alcb	japan_anmp	japan_crls	japan_frts	japan_mscl	japan_olcr	japan_plss	japan_sgrc	japan_spcs	japan_stml	japan_strr	japan_vgtb
1978	254.8	842.7	380.8	204.7	0	39.2	2.7	110.4	1.1	16.2	174	200.5	9.9	282.7	311.2	258.1	0	19.7	12.9	134.5	0.3	15.1	292.3	125.8	316.4	1139.7	397	174.5	0	48.8	6	107.4	0.8	19.7	229.9	331	96.4	917	659.5	271.8	0	43.6	2.5	116.2	1.4	21.1	278.1	188.8	2.5	124.7	422.7	67.4	0	27.1	38.9	86	4.1	1.9	50.4	128.8	53.2	516.7	477.8	149	0	49.6	5.2	88.2	1.4	7.4	96.7	346.8
1979	227.4	863.6	366.8	243.8	0	37.3	2.7	108.2	1.1	18.9	181.4	213.4	8.5	291.5	311.5	260.5	0	21.1	13.7	124.9	0.3	14.8	279.5	123.8	337.3	1204.7	400.3	164.7	0	48.8	5.8	96.4	0.8	20.8	211.5	326.3	99.7	926.3	661.1	270.7	0	43.8	2.7	118.1	1.6	23.6	272.9	191.2	2.5	127.1	392.1	68.5	0	25.5	37.3	80.3	3.6	1.6	58.4	129.3	53.7	520.5	477.8	161.9	0	51	5.5	93.2	1.4	8.8	97.3	340
1980	229.6	861.1	362.7	270.7	0	39.2	3	109.3	0.8	17	174.5	214	8.8	302.7	317.8	260.3	0	24.1	15.3	131	0.3	14.5	269.3	124.1	329.9	1192.9	397.8	167.1	0	49.6	5.2	90.4	0.5	21.4	203.3	314.8	99.2	952.6	669.9	268.8	0	44.1	2.7	117.8	1.4	23.8	258.4	184.9	2.2	128.8	394	67.9	0	26.8	29.6	70.7	3.6	1.6	49	129.9	54	515.3	477.8	145.2	0	51.5	5.8	90.7	0.8	8.8	97.8	338.1
1981	226.3	824.4	361.6	246.3	0	40.5	3.6	101.4	0.8	17.5	217.3	174	9	323.6	314	255.3	0	27.7	15.1	129.6	0.5	15.1	287.1	120.8	315.3	1221.4	400.3	163.3	0	54	5.5	97.3	0.8	21.9	201.4	309.3	99.2	954.5	675.3	229.9	0	45.8	3	119.5	1.6	24.9	247.7	199.7	2.5	136.4	403.3	67.9	0	27.4	34.2	75.9	3.6	1.1	52.6	132.1	53.2	511	475.1	138.4	0	52.9	4.9	76.7	0.8	9.3	94.5	341.4
1982	223.3	761.4	368.8	215.6	0	38.6	3.8	100.5	0.8	20	188.2	207.1	9.6	326.3	328.2	218.9	0	26.8	16.4	129.6	0.3	12.9	265.8	104.7	315.6	1207.7	417	172.3	0	54.8	5.8	91.8	0.5	21.6	206	321.9	99.5	952.6	680	292.3	0	45.8	2.7	120.5	1.4	26.3	248.8	197	2.5	142.2	392.1	67.7	0	28.8	34.5	69.3	3.6	1.6	51	134.2	55.3	514.8	477	146	0	52.6	5.2	91	1.1	9.6	103.6	340.3
1983	214.8	772.3	361.1	220.3	0	36.4	3	108.8	0.5	16.4	190.7	201.6	10.1	318.4	332.3	237.8	0	28.5	16.4	132.3	0.3	11.8	264.7	104.1	305.8	1206.6	423.6	161.9	0	57	5.8	97.3	0.8	22.2	206.6	310.1	103.6	1018.9	689.3	249.3	0	44.9	2.7	119.5	1.6	25.5	243	191.5	2.5	147.9	437.3	69.3	0	27.4	37.8	81.4	4.1	1.6	49.6	136.7	58.1	530.1	480.5	145.2	0	54	4.7	88.2	1.4	9.6	100.3	326
1984	200.5	790.4	369.9	209.3	0	34.5	2.7	113.2	0.5	21.4	199.2	195.3	10.1	331.2	328.2	214.2	0	28.8	16.4	125.2	0.3	11	270.4	106.6	295.3	1212.1	409.9	189.9	0	53.4	4.9	95.3	0.8	20.5	203.3	304.7	100.5	1035.9	686	276.2	0	44.1	3.3	114.2	1.6	25.2	252.1	210.4	2.7	157.3	420.8	75.9	0	29.3	37.5	91.2	4.1	1.9	56.7	138.4	54.8	537	465.8	123.3	0	55.9	4.7	89.6	1.4	10.1	99.7	337
1985	184.7	827.7	373.7	222.5	0	35.1	3.3	114	0.5	17.5	210.7	214.8	10.4	328.8	324.9	218.4	0	28.2	16.2	126.6	0	9.9	227.1	120	274.2	1258.9	405.5	181.4	0	56.4	5.2	94.8	0.8	20.5	208.2	344.9	97.8	1034.8	687.9	267.9	0	44.7	3.3	119.5	1.6	25.8	265.5	203.8	3	162.5	404.7	74.8	0	27.7	35.3	89.3	5.2	1.9	56.2	138.4	53.4	552.6	478.6	135.1	0	55.9	4.9	90.7	1.1	11	103.3	329.3
1986	180.8	766.8	377.3	200.8	0	37.5	3.8	116.4	0.5	17.3	197.3	220	10.7	340.5	320.8	226.8	0	28.8	15.3	123	0.3	11	227.9	125.5	259.7	1262.7	402.2	211.2	0	56.4	5.2	92.1	0.8	20.8	204.4	310.7	100	1031.2	686.3	297	0	47.4	3.3	122.7	1.6	26.8	255.6	207.1	3	164.9	412.1	80	0	27.1	39.2	80	4.1	1.6	45.5	140	54.2	557.8	476.4	136.4	0	58.1	5.5	92.6	1.4	11.5	104.4	337.3
1987	175.6	858.6	396.4	221.4	0	36.7	4.1	108.2	0.8	15.1	192.6	207.4	10.7	342.7	325.2	241.1	0	31	17.5	140.5	0.3	9.6	232.9	108.8	256.4	1253.4	396.4	192.3	0	59.5	6	100.3	0.8	22.5	206.3	327.4	101.6	1062.5	687.1	286.3	0	48.2	3	117.5	1.6	27.7	256.4	207.4	3	163.8	424.7	77	0	29.3	35.3	73.7	4.4	1.6	50.7	142.2	56.4	568.8	481.6	144.9	0	59.7	5.2	92.1	1.6	12.6	103.8	335.9
1988	164.4	784.4	378.6	206.6	0	38.1	5.8	100.8	0.5	17.3	257.8	208.2	11	367.7	326.6	243.6	0	29.3	16.7	123.8	0.3	9.9	246	112.3	251.2	1226.3	403.6	209.3	0	58.6	5.2	98.1	0.8	23	202.2	353.2	106	1096.4	684.7	305.8	0	50.1	2.7	119.2	1.4	27.1	258.9	213.2	3.6	165.5	450.4	67.1	0	33.4	34.5	74.2	4.7	1.6	53.7	141.9	60	591.8	487.4	135.6	0	60.5	5.5	93.7	2.2	12.9	102.5	329.9
1989	155.1	806.3	402.2	168.5	0	37.3	3.3	100.8	0.5	15.9	189.6	195.9	11.2	384.9	324.4	258.1	0	30.7	15.9	126	0.3	9.3	262.7	103.6	247.1	1224.4	406.3	207.1	0	58.4	4.9	97.3	0.5	23.3	196.7	352.6	107.1	1066.3	685.8	292.6	0	52.1	2.5	113.7	1.4	27.9	260.5	212.9	3.6	171.5	464.1	71.2	0	35.1	38.4	80.5	4.9	1.9	53.2	141.6	53.4	595.9	507.1	137	0	61.6	5.8	94.8	1.9	13.4	104.7	330.7
1990	160.5	752.9	399.7	166	0	35.6	2.7	114.5	0.5	16.4	142.2	198.6	11.5	404.1	348.8	214.5	0	32.1	19.5	121.6	0.3	9.6	255.6	104.4	230.4	1204.4	402.5	212.9	0	59.7	5.5	97.8	0.5	23.8	197.5	346.6	112.9	1027.9	658.9	302.2	0	56.7	3.6	95.1	1.4	31.8	222.7	205.2	3.6	172.9	413.4	74.5	0	35.9	35.6	80.5	4.7	1.6	52.1	141.6	54.8	587.7	506	131.2	0	62.5	5.2	92.1	2.5	13.4	104.1	321.6
1991	158.4	782.5	420.8	222.5	0	37.8	4.1	113.4	0.8	18.1	151.5	207.9	12.1	417	324.4	230.7	0	33.2	18.4	127.9	0.3	9.6	244.1	72.9	217.5	1264.4	396.7	204.4	0	60.5	5.8	98.9	0.8	24.9	200.5	355.1	109	1044.7	652.9	280.8	0	61.9	2.5	118.9	1.4	30.1	222.5	214.2	3.8	171.2	440	74.8	0	37.5	37.3	83	3.8	1.9	52.6	141.6	51	588.8	515.3	122.7	0	62.7	4.7	89	2.5	14	103.3	316.2
1992	146.3	867.7	430.4	238.9	0	40.3	2.7	116.4	0.5	19.7	137.5	216.4	13.2	412.6	304.9	267.1	0	34.2	21.4	130.4	0.3	10.1	235.9	63	233.4	1237.5	385.8	243	0	61.9	5.8	102.5	0.5	25.2	206	328.5	107.1	1022.5	652.3	339.5	0	62.7	2.2	124.4	1.4	29.9	220.8	221.4	4.1	175.6	453.7	78.6	0	40.3	31	84.4	5.2	1.9	59.2	140.5	52.3	594.5	514	135.1	0	64.4	5.2	88.2	3	13.7	100.3	322.5
1993	138.1	889.6	424.9	243.8	0	41.4	3	117.3	0.5	23	170.4	205.2	13.2	429.6	343.8	259.7	0	38.1	18.4	124.1	0.3	10.7	271.8	65.2	230.4	1204.9	399.2	223.6	0	61.1	5.5	100.8	0.8	25.2	203.6	339.7	102.5	992.1	614.2	258.4	0	63	2.5	115.3	1.4	31.5	221.6	197.5	4.4	178.6	412.3	86.8	0	37.3	31.8	75.3	5.8	1.6	58.6	144.7	52.9	595.3	509.6	129.9	0	63	5.5	86.6	2.5	13.7	96.2	312.6
1994	125.2	914.8	427.4	268.8	0	40.5	4.4	124.9	0.5	23	186	206.6	11.2	442.5	340.3	248.2	0	42.7	18.9	124.1	0.3	9.9	270.4	69.6	226.6	1194	400	239.7	0	60.5	5.8	100.5	0.5	23.8	187.4	275.1	99.2	1018.1	626.6	258.4	0	63.6	2.2	109.3	1.4	28.2	215.3	213.2	4.4	181.6	413.7	91	0	40.8	33.2	80	5.2	1.9	56.4	145.2	51.8	602.5	509.3	136.4	0	64.1	4.9	85.5	2.7	14.2	100.8	314.5
1995	117.3	908.2	433.7	255.6	0	42.2	3.6	128.2	0.5	22.7	191.2	213.2	12.6	474.5	344.9	277.3	0	42.7	18.1	124.7	0.3	9.9	266.3	81.4	215.6	1195.1	400.8	248.5	0	61.6	6.3	101.1	0.5	23	195.1	296.2	101.1	1019.7	621.9	235.1	0	65.5	2.7	118.9	1.4	26	215.9	215.9	4.9	188.5	426	87.1	0	40.5	36.4	84.7	4.4	1.6	54.5	148.8	52.9	617	498.1	140	0	63.8	4.1	83.6	3.3	13.7	97.3	320.8
1996	111.8	940.5	446.3	245.2	0	40.8	3.6	123.8	0.5	23.8	177.3	199.7	11.8	476.2	344.7	237.3	0	48.5	19.7	117.8	0.3	6.6	265.5	97.3	217	1179.2	400.5	232.1	0	59.2	5.5	104.9	0.5	24.9	194.8	294.2	104.9	1017.8	609.9	278.6	0	70.1	3.6	108.5	1.4	26.6	220.8	237	5.5	192.1	427.1	92.3	0	44.4	32.3	71.8	5.8	1.6	55.1	146.8	52.9	615.3	501.1	130.7	0	68.2	4.9	83.3	3.3	15.1	95.1	318.6
1997	112.6	942.2	442.2	286	0	39.5	4.1	122.2	0.8	24.1	216.7	182.2	11.8	479.2	354.2	241.4	0	44.9	20	121.1	0.3	6.6	257	112.6	204.7	1181.4	394	220	0	60.8	5.8	107.1	0.5	25.5	192.9	286.8	106	1013.2	565.8	249.3	0	71	4.7	114.2	1.4	27.1	215.6	230.7	4.7	195.1	420.8	96.4	0	42.5	34.5	92.3	5.2	1.6	66.8	135.9	52.1	599.2	490.1	140.8	0	69.3	4.4	82.2	3.6	15.1	101.4	310.1
1998	103.3	961.1	437.5	271.8	0	41.1	3.3	120.3	0.8	24.1	235.6	198.9	10.1	488.2	353.7	204.1	0	43.8	18.9	121.4	0.3	6.8	244.4	99.7	200.8	1207.9	404.1	227.4	0	62.2	5.8	110.1	0.5	24.9	186.6	299.2	103	1006	602.7	264.9	0	67.1	4.7	110.1	1.1	27.9	206	233.7	5.2	198.6	417	101.4	0	40	30.1	124.1	5.8	1.6	53.7	160.3	52.3	588.5	475.6	125.5	0	69.9	4.4	83.3	3.6	14	96.7	303.3
1999	102.7	982.5	443.8	264.4	0	43.3	3.6	130.1	0.5	26.3	188.8	215.9	12.6	467.1	349.9	272.6	0	43.6	19.7	128.2	1.1	6.6	257.8	96.4	193.7	1213.2	406	238.4	0	63.3	6.3	111.2	0.5	25.8	187.1	300.5	107.4	1009.9	606.8	258.1	0	66.3	3.3	111.8	1.4	28.2	210.4	246	5.8	204.9	424.9	101.1	0	41.6	33.7	124.1	5.8	1.9	61.1	174.2	51.8	594.8	468.5	140.3	0	69	4.7	81.6	3.3	15.1	93.7	312.6
2000	100.5	960	466.8	297.3	0	43	3	129.6	0.5	24.7	155.6	196.4	12.1	487.9	390.7	293.7	0	44.7	20.8	122.7	1.4	6.3	183.8	108.2	189.3	1206.3	398.1	249.9	0	64.7	6	107.9	0.5	26.8	185.2	301.1	107.7	997.5	618.1	294.2	0	71.2	3.6	113.7	1.4	25.5	209.3	247.9	6.3	201.1	407.4	93.4	0	40.3	30.1	86	5.5	1.9	66.3	174	51.5	603.8	458.1	135.3	0	70.7	4.7	77.3	3.6	15.9	94.5	310.4
2001	95.3	931	441.1	317.3	0	44.7	3	130.7	0.5	25.8	170.7	197	12.6	496.4	393.7	298.4	0	42.7	21.4	121.4	1.1	5.5	202.5	94.8	181.6	1240.8	406	254.5	0	66.6	5.5	110.7	0.5	26.3	183.6	296.2	108.5	1021.6	635.3	258.1	0	66.6	2.5	123.8	1.6	25.5	204.7	254	5.8	204.9	399.5	94.8	0	37.8	31	86.6	5.8	1.9	60.8	186	51	600.8	438.9	142.2	0	71.2	4.7	80	3.8	16.2	94.2	307.4
2002	93.7	749.6	445.5	230.7	0	37.8	2.5	129.3	0.5	21.9	154.8	195.1	12.9	501.6	375.3	298.6	0	43	20.5	120.5	1.1	6.3	184.1	95.6	184.7	1251	406.3	263.3	0	67.4	5.2	112.9	0.8	26.6	181.6	300.8	106.6	1053.7	641.9	263.8	0	66.8	2.2	122.7	1.6	25.2	198.9	252.3	6.3	203	408.5	91.2	0	37.8	31.2	84.4	4.4	1.9	63.8	160.5	49.6	597	425.5	150.1	0	70.4	4.7	80.8	3.6	15.9	92.6	296.2
2003	95.6	749.3	488.8	227.7	0	36.4	2.7	127.9	0.5	22.2	143.3	187.7	13.4	499.2	401.9	289.9	0	40.8	20.5	121.4	1.1	7.9	200.8	104.9	173.7	1222.7	403.8	256.7	0	65.2	5.8	110.1	0.8	26.3	177.5	296.2	112.6	1068.8	600.5	226.3	0	67.1	2.5	127.7	1.6	25.5	193.7	248.5	6.6	204.4	429.3	95.3	0	37.8	29.9	86	6.6	1.6	57.3	179.7	50.4	592.3	413.4	147.1	0	69.6	4.4	81.6	3.8	15.9	88.8	296.7
2004	86.8	689.9	475.6	229.3	0	39.5	2.5	131	0.5	20.5	138.6	182.7	12.3	499.7	405.8	298.9	0	38.4	18.4	125.2	1.4	7.4	194.2	100.3	184.7	1186	403.6	284.9	0	64.4	5.2	112.1	0.5	25.5	183.8	311	112.3	1036.4	595.6	216.2	0	71.8	1.9	131	1.4	26.6	207.4	254	6	209.9	409	98.4	0	38.6	29.9	78.6	6	1.9	66.8	147.4	50.4	580.3	409.9	153.2	0	72.9	4.1	81.6	3.8	17	91.5	291
2005	85.8	827.9	472.3	207.7	0	40	1.9	135.1	0.5	21.6	123.3	192.3	13.4	506.6	394	293.2	0	39.5	20.5	123.8	1.1	6.6	176.2	101.6	186.3	1167.9	404.7	305.8	0	68.2	5.5	113.4	0.8	25.8	175.9	286	119.7	1056.2	596.4	219.2	0	71.2	1.9	137.3	1.9	22.2	196.7	233.7	5.8	215.6	406.3	102.5	0	41.6	28.5	76.2	6	2.2	71	157.5	46.8	580.3	407.1	161.1	0	72.3	4.1	78.1	3.6	17.3	91.5	297.8
2006	85.5	834.5	449.3	210.4	0	39.2	6.6	132.6	0.5	22.2	123.3	177.3	13.7	516.2	405.2	325.8	0	41.1	18.1	115.3	1.1	7.9	191.5	90.1	180.5	1152.6	416.2	300.3	0	70.1	5.2	102.7	0.5	26.6	172.1	268.5	129.3	1077.3	615.3	211.5	0	72.9	2.2	125.5	1.9	23.8	174.5	233.4	6.6	222.5	412.9	112.6	0	44.7	32.1	80.8	6.3	1.9	70.7	177	50.1	562.5	398.1	147.1	0	71.5	4.1	74.8	3.6	17.5	86.6	293.2
2007	86.6	870.7	427.1	177.3	0	38.4	3.6	131.5	0.5	23	125.2	184.9	14.2	508.8	399.2	323.8	0	39.5	18.1	115.9	1.4	6.3	240.8	95.6	186.3	1148.5	400.8	309.3	0	70.1	4.9	100.8	0.5	28.2	160.5	269.9	120.8	1099.2	592.1	211	0	75.9	1.9	127.7	2.2	26	179.2	241.6	8.2	230.7	412.3	121.6	0	46	35.1	63.6	6.6	2.2	69.3	188.2	51.8	564.1	400.3	153.4	0	71	4.1	82.2	3.6	17.3	89.9	289.9
2008	83	901.6	427.4	200.3	0	38.4	7.7	130.7	0.5	19.2	120.3	183.8	13.7	547.7	414.8	329	0	36.7	17.5	117	1.4	6.3	213.4	103.6	149.6	1137.3	420	286.6	0	73.2	4.9	117.3	0.8	26.8	166.8	273.2	126.8	1106	572.9	203.6	0	76.2	1.9	127.1	1.9	26	186.6	244.1	7.7	238.1	399.7	129.6	0	44.4	32.1	85.2	6.3	1.9	81.1	191.8	49	557.3	393.4	146	0	70.4	4.1	77.5	3.8	15.6	89.9	284.7
