year,alcoholic_beverages_beverages-alcoholic,alcoholic_beverages_beverages-fermented,alcoholic_beverages_grapes,animal_products_animal-products,cereals_barley,cereals_cereals-other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas-and-plantains,fruits_citrus-other,fruits_dates,fruits_fruits-other,fruits_grapefruit,fruits_lemons-and-limes,fruits_oranges-and-mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed-oil,oilcrops_groundnut,oilcrops_oilcrops-other,oilcrops_olives,oilcrops_palm-oil,oilcrops_rape-and-mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses-other,spices_cloves,spices_pepper,spices_pimento,spices_spices-other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots-other,starchy_roots_sweet-potatoes,starchy_roots_yams,stimulants_cocoa-beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners-other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables-other,
1978,1218.4,3178.1,4590.4,65640.5,10524.9,821.4,8304.7,1727.4,211.2,12211.5,697.3,2344.4,25686.8,2411.5,9806.3,422.7,419.5,8252.3,853.7,730.1,4080,837.3,0,4012.3,203,784.9,342.7,435.6,456.7,147.7,97.8,892.9,386,448.8,1213.2,206.6,1364.9,1.1,17.8,118.1,118.1,11226.8,10107.4,4944.1,3751.2,2884.9,204.1,631.8,238.1,11862.7,446.6,1742.7,4780.5,18102.5,
1979,1205.2,3140.3,4577,66119.7,10764.1,822.2,8427.9,1740.5,227.4,12605.8,687.1,2306.3,25640,2586.3,10066.6,437,417,8427.7,775.6,678.4,4221.4,900,0,3911.8,200.3,777.5,347.1,412.1,462.7,165.8,96.7,961.1,415.1,443.8,1196.4,203,1341.1,1.1,18.1,119.7,124.4,10823.8,10106.3,5031.8,3542.5,2795.1,206.3,695.9,250.1,11929,462.2,1753.2,4867.4,18370.7,
1980,1219.5,2956.4,4675.3,67201.9,10846,859.7,8613.4,1739.5,190.1,12575.1,678.6,2258.9,26154.8,2609.6,9717.3,407.9,383.3,8329.6,961.4,767.4,4761.6,924.4,0,3823.6,202.7,719.2,356.7,461.1,468.2,183.3,90.1,1027.4,443,444.4,1191.2,231,1326.8,1.1,18.9,115.9,113.7,10681.9,10109,4852.3,3476.7,2806.8,215.9,711.8,247.7,12032.1,484.9,1724.7,4837.8,18669.3,
1981,1213.4,2683.6,4860.5,67341.4,10999.2,894.5,8511.5,1574.8,185.5,12870.7,658.1,2080.8,26272.6,2445.5,9460.3,390.1,367.4,8427.9,1115.1,778.6,4510.4,859.5,0,3846,207.7,727.4,403.6,420.8,511.5,202.5,97.8,1068.2,436.2,458.6,1230.4,229.9,1318.9,1.6,19.7,112.9,116.7,10783.3,10323,4751.2,3310.1,2721.9,223.6,735.6,242.7,11971,461.1,1704.7,5020.8,19030.7,
1982,1254.8,2696.2,4868.8,67275.9,10811.8,892.1,8452.6,1659.5,216.4,12909.3,627.9,2037.3,25883.6,2735.9,9366,413.7,375.6,8544.1,1133.2,814.8,4750.7,820.8,0,3871.2,198.9,694.8,400.8,467.7,523,201.1,98.4,1138.9,448.8,487.1,1158.4,230.1,1343.3,1.4,19.7,117.3,118.9,10434.2,10413.2,4824.9,3244.1,2635.3,224.9,711.8,235.3,12031,474,1819.7,5102.5,19418.6,
1983,1203,2524.9,4909,67229.6,10885.2,838.1,8527.1,1660,217,12843.3,669,2037,26309.6,2762.2,9191,409.3,374.5,8712.3,696.4,792.6,4382.5,797.5,0,3872.9,164.4,640.3,418.4,420.5,553.4,214.2,95.3,1133.7,431.2,486.3,1175.6,219.5,1312.1,1.1,18.4,116.2,123.6,10161.6,9969.3,4784.1,3237,2545.5,223.8,734.8,243.6,11915.1,512.1,1788.8,5243.8,18854.2,
1984,1187.9,2546,4837.3,68157.3,10697.3,875.3,8480.5,1565.5,230.1,13092.9,713.4,2026,25580.8,2764.9,9354,396.4,368.2,8656.7,788.8,803.6,4544.1,844.1,0,3873.4,166.6,657.8,426,470.1,539.7,259.7,95.9,1132.6,474,486.6,1152.9,223.3,1307.4,1.6,16.7,115.6,124.1,10203.6,10301.1,4779.7,3023,2671.2,223,726.3,251.8,12081.4,533.2,1855.3,5375.9,19261.4,
1985,1217.3,2745.5,4716.7,68735.1,10691,771,8894.8,1695.9,223.8,13188.5,660.3,2135.9,25530.1,2604.7,9449.9,387.1,361.4,8532.6,873.7,812.3,4450.1,873.2,0,3844.9,179.5,670.7,409.6,436.2,550.7,297.5,95.3,1096.4,507.1,515.6,1139.7,222.5,1333.2,1.4,18.9,113.4,125.8,10065.8,10379.2,4645.5,3043,2504.7,249.3,713.7,245.5,12053.4,542.2,1882.5,5422.7,19467.7,
1986,1200.5,2683.8,4207.7,68020.3,10925.8,777.3,8963.6,1780.3,198.9,13126.3,621.1,2112.1,25588.8,2776.7,9346.3,389.3,368.8,8406.3,892.6,834.2,4548.8,922.7,0,3847.1,164.9,658.9,410.4,457,626.8,337.5,103.3,1061.9,533.2,542.5,1135.6,243.6,1346.3,1.4,21.4,118.9,134.5,10092.3,10475.6,4680.8,3030.4,2567.7,241.4,661.6,244.9,12219.7,523.8,1937,5317,19609.3,
1987,1159.2,2564.1,4280.8,68983.3,11109.9,814.2,8844.9,1828.5,204.9,12961.4,603.3,2117.8,25846.8,2706.3,9426,395.6,381.1,8518.1,1535.3,880.5,5058.4,941.4,0,3808.5,157.8,660,450.1,447.4,591,328.5,102.5,1112.6,556.7,534.5,1113.4,257.5,1397.3,2.2,20.3,122.5,130.4,9831,10385.8,4601.1,3147.9,2475.1,244.1,708.5,236.2,12131.8,570.7,1972.3,5295.1,19857.3,
1988,1186,2519.5,4091.8,68647.1,11256.7,691,8826,1859.5,216.2,13064.9,574.8,2094.8,26218.1,2908.5,9527.4,404.7,361.4,8688.5,1541.1,933.2,5214.2,986.6,0,3947.1,173.2,680.8,444.4,412.1,590.1,352.3,101.4,1146.3,603.6,551.8,1129.6,251,1367.7,2.5,24.4,116.7,138.9,10271.2,10345.5,4387.1,3048.8,2509.9,248.8,703.6,245.5,12024.7,591.5,2001.6,5377.3,19708.5,
1989,1203,2621.4,3916.4,67899.5,11452.3,622.7,8905.2,1793.7,225.8,13218.9,556.7,2095.3,25996.7,2982.7,9436.4,401.6,367.1,8600.8,1494.5,892.3,5236.4,1291.5,0,3861.1,169.3,678.4,466.3,405.5,637.3,366.6,99.5,1119.7,601.9,580.5,1098.6,249,1356.7,2.5,21.1,117.8,141.1,10108.8,10455.6,4154.5,2914.2,2534.8,261.9,717,224.9,12040.8,581.1,2076.2,5584.4,19644.7,
1990,1177.3,2491,3940.8,67399.2,11339.7,697.8,8895.1,1873.2,224.7,12932.3,542.2,2008.2,25738.6,2881.4,8848.2,397.3,353.7,8469.3,1515.1,850.1,5247.1,1177.8,0,3961.6,160.5,644.9,437.8,417.5,700,353.4,114,1157.8,599.5,590.1,1091.5,263,1285.2,2.5,23.6,121.6,130.7,10286.8,10392.6,3990.4,2777,2649.3,255.9,737.5,252.1,11879.2,577,1976.4,5601.1,19914.5,
1991,1177.8,2470.1,3857.3,67485.5,11383.3,684.7,8943.3,1756.2,221.4,12949.6,532.3,1859.2,25783.3,2539.2,8988.2,395.9,354.8,8503.8,1280,770.1,5265.5,1167.4,0,3849.9,161.1,640,418.1,417.3,717,404.7,115.3,1143.6,598.9,583.8,1106,243,1315.3,2.2,26.6,115.1,129.9,10323.8,10307.4,3819.5,2773.4,2726.6,267.4,729.6,248.2,11720.8,616.7,1935.3,5477.8,19750.4,
1992,1171.7,2516,3904.4,67480.4,11263.1,697.6,8837.1,1661.8,228.9,13062.9,514.4,1966.3,25642,2896.1,9274.3,422.9,359.3,8914.1,1586.9,807.8,5542.8,1244.8,0,3734.3,165.1,648.6,435.7,474.3,729.4,404.7,115,1189.8,603.6,609.3,1088,254.7,1248.8,3.3,24.1,120.3,142.1,9916.4,10624.9,3584.1,2726.3,2758.4,286.1,743.8,257,11675.8,658.8,2069.4,5603.5,20125.8,
1993,1143.2,2476.9,3936.6,67675.2,11260.5,605.9,9051.2,1608.6,232,13168.9,465.6,2029.2,25241.2,2949.9,9308.3,433,370.6,8989.6,1417.8,770,5432.1,1278.4,0,3820.6,144.1,669,398.2,426.5,773.6,400.5,113.8,1216.6,569.9,588.2,1063.3,240.9,1256.6,2.7,23.9,122.7,146,9766.3,10796.2,3491.1,2762.1,2743.6,285.6,737.4,266.5,11582.6,717.4,2103.9,5709.9,20544.3,
1994,1111.8,2481.6,3880.9,67995.8,11256.7,647.6,9069.7,1697.8,229,13066.2,467.6,2092.1,25531.2,2785.8,9367.1,422.1,385.7,9201,1256.3,795.1,5551.7,1266.8,0,3560.3,151.2,695.4,405,447.1,729.9,390.1,118.7,1206.7,593.3,598.9,1076.2,245.1,1301.3,3.3,23.9,126.3,152.8,9903.8,10835.4,3535.7,2708.1,2865,299.3,725.9,258.3,11826.6,776,2152,5733.1,20710.2,
1995,1117.4,2520.3,3847.3,69098.4,11296.6,607.3,9138.2,1641.5,217,13139.3,484.1,2054.9,25436.3,2695.5,9451.9,420.3,383.3,8954.9,1298.3,828,5326,1085.7,0,3647.3,156.8,685.3,396,428,755,403,123.9,1200.4,649.8,612,1109.1,239.1,1252.8,4.1,27.2,130.6,167,9889.3,10844,3610.4,2637.4,2763.2,297.1,684.9,253.4,11837.9,762,2316.9,5917.9,21122.3,
1996,1116.1,2490.7,3927.6,69311.8,11017.1,612,9103,1602.2,233.5,13224.9,467.1,2080.5,25532.4,2928,9603.6,424.4,398.7,9221.3,1545.4,812.4,5556.7,1180.9,0,3562.8,159.6,692.7,380,462.4,735.3,406.5,123.1,1208.1,652.2,638.2,1104.5,252.2,1248.8,3.8,26.9,132.6,163.9,10003.3,11074.2,3789.8,2571.1,2882.1,309.1,765.2,266.3,11990.3,797,2317.7,6231.6,21492.3,
1997,1129,2472,3937.8,69846.2,11282.5,518.1,9055.5,1578.2,221,13178.6,466.6,1905,25754.9,3039.9,9533.3,472.8,416.5,8855.7,1573.4,892.1,6296.5,1145,0,3586.3,167.6,724.6,394.6,472.2,754.3,423.3,134.2,1231,674.5,692.1,1119.7,257.3,1218.7,3,23.4,124.1,166.5,10036.7,11296.1,3901.4,2581.5,2949.2,324.3,742.5,271.3,12069.7,799.2,2378.2,5793,21467.4,
1998,1115.1,2464.1,3943.8,70177.7,11447.8,468.8,8975.6,1559.5,238.1,13164,455.7,1878.2,26121,2932.9,9316,459.7,392.7,8794.9,1490.5,883.6,6369.2,1087.2,0,3546.3,152.6,728.5,385.4,535.3,747.7,425.7,132.4,1271.7,688.1,665.9,1131.6,266.4,1250,5.2,23.5,129.1,176,10033.2,11539.7,4019.4,2600.9,2986.8,321.4,771.1,285.5,11952.2,850,2443.6,6183.3,21856.4,
1999,1117.6,2421.3,3922.8,71192.1,11563.8,477,8913.9,1623.4,233.5,13391.2,437.9,1809.9,26276.2,3102.4,9522.8,516,411.9,9012.3,1482.3,905.5,6391.6,1251.4,0,3574.2,148.8,734.4,385.6,529.1,762.8,443.6,131.3,1296.7,665.6,690.7,1160.3,252.1,1258.3,2.7,26.1,131.4,165.4,10224.7,11677.3,4049.3,2718.7,2927.3,319.8,780.3,272.5,12046.2,898.4,2619.8,6697,22100.2,
2000,1091.9,2343.1,4008.8,71140.4,11377,497.8,9169,1616.2,223.3,13424.1,420.6,1765.7,26159.4,3292.1,9608.4,520.4,419.1,8951.5,1377,1044.8,6210.5,1274.4,0,3606.9,137.5,738.3,389.2,559.5,760.3,435.3,143.6,1354.1,680.5,712.1,1155.6,267.3,1208.5,3,36,138.5,176.5,10227.1,11810.8,3998.9,2699.6,2914.7,333.9,772.8,273.5,12125.5,957.4,2684.2,6681.5,22471.7,
2001,1075.2,2357.9,3992.1,71890.3,11532.1,515,9067.9,1609.2,233.3,13364.2,449,1792.4,26603.4,3295.7,9387.2,520.7,435.6,8942.8,1472,1019.8,6133.5,1267.4,0,3589.5,145.4,774.2,390.3,536.8,797.9,393,151.1,1398,658.3,729.5,1179.7,285.9,1222.7,2.2,31.7,149.1,189.7,10333.4,12066.2,3993.6,2856.7,2867.3,326.5,803.1,280.5,12110.6,1019.4,2712.5,6297.7,22282.6,
2002,1107.5,2300.8,3987.4,72342.9,11512.9,514.5,9040.3,1526,228.4,13493.7,435.3,1726.8,26686.5,3359.1,9424.5,517.9,441.6,9159.5,1372,936.8,6532.7,1316.4,0,3619.3,138.3,816.7,393.3,596.3,828.1,390.4,155.7,1431,632.9,750.6,1183.2,297.7,1257.6,3.6,38.5,146.3,191.3,9950.1,12105.4,4122.2,2826.1,2905.1,324.9,844.7,295,12120.8,1009.5,2667.9,6447.1,22562.5,
2003,1102,2211.5,4076.8,72317.2,11412.8,509.8,9195.9,1578.7,238.9,13445.5,423.9,1786.6,26777.7,3439.8,9328.3,545.3,429.5,9206.6,1438.8,891.4,6542.9,1228.8,0,3605.4,127.7,803.8,404.5,551.7,857.6,373.1,154.1,1438.1,677.5,782.4,1211.4,295.7,1264.1,3,39.3,148.7,203.9,9789,12261.7,4004.6,2868.3,2950,347.7,823.4,281.4,12194.8,1032,2724.9,6649.5,23018,
2004,1126.8,2246.4,4102.7,72085.6,11590.7,489.9,9239.5,1557,242.8,13484.4,422.6,1693.1,26636.1,3461.5,9427.8,525,456.3,9363.7,1412,883.7,6600.3,1230.4,0,3599.5,136.9,797.5,445.5,590.4,904.8,403.6,181,1404.7,661.7,805.8,1173.9,300.6,1260.8,3,32.1,151.3,204.6,9778.9,12291.4,4068.3,2870.6,2912.3,359.9,869.1,275.4,12235.1,1029.8,2812.9,7299.8,23140.7,
2005,1098.2,2291.6,4117.1,73101.8,11671.5,489.5,9233.2,1539.7,251.4,13698.3,421.3,1804.2,26744.5,3571.2,9194.7,629.3,450.9,9343.6,1583.3,964.9,6638.6,1350.2,0,3611.2,128.5,810.8,432.4,564.1,928.1,401.4,178.2,1433.2,684.8,858,1190.3,332.3,1258.9,1.9,35.6,153.4,226.1,9902.2,12280.1,4022,2862.7,2801.9,369.4,902.9,282.4,12116.4,1081.7,2880.2,6871.1,22918.5,
2006,1129.9,2349.7,4262.8,73364.4,12085.4,500.2,9275.1,1669.8,270.8,13738.6,385.1,1824.2,26702.1,3477.1,9424.5,547.8,440.6,9679.8,1494.6,935.2,6715.7,1394.3,0,3597.4,133,796.1,434.9,652.3,968.2,392.6,182.3,1448.7,690.1,889.8,1215.9,313.5,1276.8,3.8,35.9,150.3,223.7,9827.4,12069.4,3903.5,2796.5,2974.4,394.7,927.8,289.5,12147.3,1110.3,2871.7,6736.8,23036.9,
2007,1155.3,2331.2,4273.8,75096,12328.8,554.4,9352.4,1631.8,272.4,13705.6,412.1,1805.9,26599.7,3625,9447.3,525.5,447.8,9918.8,1514.5,935.2,6710.6,1328.4,0,3653.8,113.4,788.6,427.9,619,942.2,395.1,188.6,1487.3,690.4,897.7,1239.2,322.6,1317.6,2.5,40.4,161.1,234.8,9799.2,12107,3963.6,2777.3,3036.5,412.1,1010.7,315,12184.4,1201.1,2957.7,7005.6,22702.6,
2008,1177.2,2297.6,4098.9,74722.6,12426.4,531.2,9371.7,1615.5,281.2,13818.4,398.9,1777.5,26693.3,3647.1,9313.9,518.9,420.1,9858.3,1531.2,915.6,6738.9,1288.2,0,3650.9,105.3,817.3,449.8,644.2,992.5,415.7,181.3,1510.3,677.8,930.1,1234.3,305.8,1299.7,2.5,41.1,165.1,224.6,9883.8,12022.5,3937,2741.7,3089.8,406.4,984.1,310.4,12201.6,1271.8,2927.1,7011.4,22527.9,
2009,1142.1,2257.5,4120.8,74325.1,12121.7,567,9520.9,1564.9,292.5,14037.5,403.9,1785.3,26972,3730.7,9352.8,522.6,439.9,10170.9,1442.6,966.8,6518.4,1263.8,0,3616.3,96.1,815.4,443.2,720.1,1044.5,412.6,182.5,1481.6,726.3,904.9,1260.9,331.4,1311.2,2.5,42.2,167.9,224.1,9653.2,12008.2,3876.6,2753.9,3124.6,403.8,1020.2,292.2,12136.8,1253.8,2949.1,7212.6,22642.1,
