year,alcoholic_beverages_beverages-alcoholic,alcoholic_beverages_beverages-fermented,alcoholic_beverages_grapes,animal_products_animal-products,cereals_barley,cereals_cereals-other,cereals_maize,cereals_millets,cereals_oats,cereals_rice,cereals_rye,cereals_sorghum,cereals_wheat,fruits_apples,fruits_bananas-and-plantains,fruits_citrus-other,fruits_dates,fruits_fruits-other,fruits_grapefruit,fruits_lemons-and-limes,fruits_oranges-and-mandarines,fruits_pineapples,miscellaneous_miscellaneous,oilcrops_coconuts,oilcrops_cottonseed-oil,oilcrops_groundnut,oilcrops_oilcrops-other,oilcrops_olives,oilcrops_palm-oil,oilcrops_rape-and-mustard,oilcrops_sesame,oilcrops_soybean,oilcrops_sunflower,oilcrops_treenuts,pulses_beans,pulses_peas,pulses_pulses-other,spices_cloves,spices_pepper,spices_pimento,spices_spices-other,starchy_roots_cassava,starchy_roots_potatoes,starchy_roots_roots-other,starchy_roots_sweet-potatoes,starchy_roots_yams,stimulants_cocoa-beans,stimulants_coffee,stimulants_tea,sugarcrops_sugar,sugarcrops_sweeteners-other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables-other,
1981,0.1,13.3,11,4518.7,94.5,66.7,663.1,107.7,15.3,908.7,45.9,182,2099.2,5.6,76.9,1.3,5.4,43.6,2.6,1.4,22.1,1.7,20.8,45,0.1,115.8,12.1,1.7,0.7,3,11.2,60.8,2,32.7,265.7,51.3,290.2,0,1,12,11.7,78.7,168.7,72.7,36.6,44.1,15.7,41.9,23.1,3,0.2,21.4,44.5,244.8,
1982,0.1,13.1,11.2,4513.2,88.1,66.3,658.1,113.5,17.7,908.7,43.7,177.9,2072.5,6.7,75.5,1.5,5.5,45.5,2.9,2,24.3,1.5,19.2,45.2,0.1,110.3,11,2.3,0.8,2.8,11.8,59,2.5,34.2,250.9,51.6,294.6,0,1.2,12.5,12,76.2,169.4,73.6,36.1,42.4,15.8,40.7,22.7,2.7,0.2,22.6,45.8,248.9,
1983,0.1,12.3,11.4,4496.9,90,61.6,662.7,113.2,17.9,904.3,46.2,177.7,2118,6.7,74.6,1.3,5.6,46.7,1.4,2,21.7,1.4,19.6,44.8,0,98.2,12.2,1.6,1,2.9,11.3,59.1,2.2,34.3,254.5,49.2,288,0,1.2,12.3,12.7,74.9,161.3,73.1,36.1,41,15.6,42.1,23.8,3.1,0.2,22.4,47.4,242.7,
1984,0.1,12.4,11.5,4553.8,85.4,63.1,655.1,105.5,18.8,920.7,48.2,177.3,2104.3,6.8,75.9,1.3,5.4,46.9,1.7,1.9,22.7,1.4,21.8,45.1,0,106.5,12,2.2,0.8,3.4,11.3,58.6,2,34.4,249.5,50.3,286.3,0,0.9,12.5,13.1,74.9,167.6,73.5,33.5,43.4,15.6,41.9,24.6,3.6,0.3,23.3,49,252,
1985,0.1,13.6,11.9,4604.4,84.2,54.9,689,115.3,18.4,925.2,45.5,188,2105.1,6.3,77.1,1.3,5.1,45.9,1.9,2.1,22,1.6,22.5,44.7,1.4,111.1,11.2,1.7,0.9,3.7,11.3,58.4,2.8,36.2,246.6,49.9,291.8,0,0.9,12,13,74.7,168.4,71.5,34.1,40.8,17.3,40.4,24.3,3.5,0.4,23.4,49.4,250.2,
1986,0.1,13.3,9.5,4581.9,86.2,56.3,695,122.1,16.2,923.2,43.6,185.7,2114.5,6.5,75.7,1.5,5.6,45.2,2.1,2.2,21.8,1.5,23.6,44.3,0,109.1,11.6,2.1,1,4.7,12.2,58.8,3.5,38.3,245.7,54.3,295.3,0,1,11.9,14,74.7,170.1,72,34.2,41.4,16.9,37.9,23.6,3.4,0.4,24,49,251.1,
1987,0.1,12.5,10.5,4625.4,87.5,59.7,682.8,125.1,16.6,909.6,42.7,186.5,2147.8,6.5,76.2,1.6,5.5,45.4,3.9,2.6,24.2,1.5,24,44,0,108.2,15.2,2,0.7,5.6,12.2,66.7,3.1,37.5,241.4,57.8,306.9,0,1,11.9,13,73,168.6,70.7,35.6,40.2,17.5,40.4,23.3,3,0.4,24.5,49.5,254.6,
1988,0.1,12.2,8.8,4615.6,89.8,50.4,682.4,126.8,18,917.3,40.4,184,2186.4,6.6,76.6,1.4,5.3,47.2,3.9,2.8,24.3,1.6,21,45.5,0,112,12.2,1.9,0.8,5.8,12,62.3,4,37.7,244.1,56.6,300.7,0,1.3,12.6,14.4,76.6,168.8,67.7,34.6,40.8,18.1,40.4,23.6,2.6,0.4,24.9,49.4,254.2,
1989,0.1,12.9,8.6,4577.5,92.1,45.1,684.2,122.3,18.4,930.1,39.7,184,2167.6,6.8,75.3,1.3,5.3,45.5,4,2.7,25,2.4,21.8,44.5,0,112.5,14.4,1.8,0.9,6.1,12.6,65.4,4.3,40,238.1,56.1,297.7,0,1,13.1,14.6,75.6,168.4,64.1,32.7,40.8,19.1,41.5,21.8,2.6,0.4,26,51.1,257.2,
1990,0.1,12.1,9.1,4582,89.9,51.6,683,126.7,18.7,906.9,39.2,176.5,2142.9,6.5,72.1,1.3,5.3,45.3,4.1,2.8,24.6,2,20.4,45.1,0,109.1,12,2.1,1,7.5,14.9,64.7,4.2,41.5,236.7,58.6,283,0,1.3,12.8,13.6,76.9,165.8,61,31,42.8,18.8,42.4,25.1,2.3,0.4,24.8,51.5,257.7,
1991,0.1,11.9,9.1,4604.7,90.5,51.2,686.9,118.7,18.2,908.7,38.8,163.8,2155,5.3,74,1.4,5.3,45.6,3.1,2.4,24.4,2.1,25.6,44,0.1,109.1,12.1,1.8,0.9,6.4,15.4,48.1,5,40.3,239.9,54.5,287.7,0,1.7,11.9,13.5,76.3,165,58.3,30.9,44.4,19.3,41.4,24,2.3,0.4,24.5,50.3,256.7,
1992,0.1,12.4,8.8,4610.5,83.5,50.5,678.2,112.5,18.7,915.8,37.5,173.1,2138.6,6.3,75.4,1.4,5.4,47.1,4.1,2.2,26.1,2.3,22.1,43.3,0.1,111.3,12.9,2.9,0.9,7.5,15.9,54.8,3.8,40.8,236.9,56.6,275.2,0.1,1.6,13,15.1,73.7,169.4,53.9,30.6,44.6,20.9,41.9,25.6,2.2,0.4,26.3,52.1,261,
1993,0.1,11.7,8.5,4622.9,83,45.3,694.6,108.6,19,924.2,34.2,179.7,2100.7,6.8,74.9,1.6,5.6,47.3,3.6,2.2,25.4,2.1,22.3,44.3,0.1,116.9,11.7,2,0.9,7.4,15.2,48.9,2.9,40.3,231.5,54.6,276.8,0,1.4,13.9,15,71.9,172.8,53.6,31.3,44.5,20.7,41.7,26.4,2.2,0.4,26.5,52.6,264,
1994,0.1,11.7,9.1,4649.7,86.5,48.5,694.7,114.9,18.9,914.1,34.1,185.1,2136,5.9,75.9,1.6,5.5,48.1,3.1,2.1,25.4,2.2,24.9,41.6,0.1,123.2,14,2.1,0.9,8.5,17.2,54.7,3,40.2,233.6,54.8,288.1,0,1.6,14,15.9,73.8,172.9,54,30.6,46.4,22,40.8,25.4,2.4,0.4,26.9,53.1,266.4,
1995,0.1,11.8,8.7,4716.6,92,45.4,700,111.2,17.8,922.1,35.2,182.2,2128.8,5.8,76.8,1.7,5.6,46.6,3.2,2.6,24.2,1.6,29,42.1,0.1,120.7,13.5,2,0.7,8.2,17.1,56.3,2.7,42.1,240.9,53.5,277.1,0.1,1.9,14.4,16.5,73.4,172.5,55.6,29.5,45.1,21.8,37.3,24.6,2.4,0.4,29,54.9,271.7,
1996,0.1,12,8.8,4730.8,87,45.2,695.5,108.2,19.6,932.2,33.6,184.6,2123.5,6.5,77.9,1.7,5.8,48.6,3.9,2.6,24.6,1.7,27.7,41.7,0.1,121.9,14.3,2.4,0.7,8.4,16.2,55.5,2.9,42.1,239.8,56.2,273.7,0.1,1.6,14.3,16.9,74.8,174.9,58.2,28.9,47.3,22.5,41.3,25.8,2.1,0.4,28.7,57.2,275.9,
1997,0.1,11.8,8.8,4767.6,84.2,37.6,691,106.2,18.4,926.6,34.3,169.3,2142.2,6.4,76,1.9,5.9,45.8,3.9,2.8,27.7,1.7,28.3,41.7,0.1,127.1,13,2,0.6,9.2,18.3,62.3,3.6,46.7,243,57.7,267.6,0,1.8,13.8,17,75.1,177.8,60.3,29.5,48,24,40.8,26.4,2.3,0.4,29.5,54.4,273.6,
1998,0.1,11.7,9.1,4812,93.9,34.3,684.1,106.7,20.5,925.3,33.1,166.8,2177.1,5.9,74.9,1.7,5.6,45.4,3.6,2.8,27.4,1.8,26.8,41.4,0.1,127.5,13.3,3,0.8,10.5,17.9,57.4,4.5,44.5,245.8,59.3,273.8,0.2,1.4,13.6,18.8,75.7,181.6,62.1,29.4,48.7,24.1,42.3,27.9,2.6,0.4,30.7,57.5,276.8,
1999,0.1,11.4,8.4,4894.7,90,34.6,680.7,110.7,19.5,941.1,31.8,160.2,2187.8,6.5,76.8,2.1,6,47.3,3.6,2.9,27.7,2.1,27.4,41.5,0.1,129.2,13.9,2.6,0.7,8.7,18.3,60.4,2.9,46.5,252.7,56.3,275.6,0,2,14.7,17,76.9,183.5,62.5,31.3,47.2,23.2,42.4,26.7,3,0.4,33.1,62.1,277.6,
2000,0.1,11.2,9.6,4905.5,80.7,36.3,699,110.6,18.9,943.4,30.5,156.5,2174.7,6,77.5,1.9,5.8,48.2,2.9,3.3,27.4,2,31.4,41.5,0.1,130,13.8,3.1,0.6,8.7,19.4,69.1,4,49,252,60.2,265.9,0,3.1,15,18.1,76.8,184.3,61.7,30.4,47.2,25,42.1,26.8,2.6,0.4,33.7,61.9,284.7,
2001,0.1,11.5,9.3,4951.2,85.6,37.6,690.3,110.2,18.8,936.2,32.1,159.2,2209.1,6,76.4,1.9,6.3,47.6,3.4,3.2,27.6,2.3,31.7,41.4,0.1,136.3,13.6,2.5,0.7,9.3,21.1,66.2,4,48.3,257.3,63.7,269.4,0,2,16,19.8,77.7,187.7,61.9,32.4,46.3,24.1,43.1,27.4,2.5,0.4,34.4,58.1,283.2,
2002,0.1,11.5,9.2,5007.2,85.1,37.2,687.3,104.2,19.2,942.8,31.2,152.9,2215.2,5.8,76.9,1.7,6.4,48.2,3.4,3.1,28.3,2.4,33.3,41.9,0,143.7,13,3,0.8,8.7,21.5,69,3.8,50.8,258,66.3,275.8,0.1,2.8,15.9,20.2,75.3,188,64,32.4,46.9,23.5,43.3,29.4,2.5,0.4,33.3,59.2,284.5,
2003,0.1,11.1,9.3,5007.8,85.8,37.3,701.5,108.9,20,941,30.3,158,2225.1,5.7,76.3,1.7,6.2,48.1,3.3,3,28.1,2.2,33.1,41.8,0,144.4,14.3,2.6,0.7,10.6,21.7,69.5,3.4,52.3,263.5,66.5,277.5,0,2.9,16.8,20.9,73.5,189.4,62.3,32.7,47.3,25.7,41.4,27.1,2.4,0.4,33.7,61.2,289.2,
2004,0.1,11.2,9.5,5020.2,87.8,35.8,704,107.3,20.3,943.1,29.7,150.1,2215.6,6,76.5,1.7,6.8,49.9,3.3,2.9,28,2.2,39.9,41.6,0,142,13.4,2.9,0.6,10.4,25.6,63.4,3.2,52.9,255.9,67.8,276.7,0.1,2.1,16.4,20.9,73.5,188,63.2,32.9,47,26.7,44.4,26.5,2.6,0.4,34.7,66.6,291.2,
2005,0.1,11.4,9.2,5093.2,86.2,36.1,702.6,107.6,20.6,957.2,30.1,160,2220.5,6,75.6,2,6.6,49.2,4,3,27.5,2.4,41.2,41.5,0,143.3,14.6,2.8,1,11.3,24.7,70.4,3.5,54.9,259.6,74.6,277.7,0,2.9,16.9,22.7,75,188.8,62.6,32.2,44.9,27,45.9,26.5,2.7,0.4,36.3,63.4,289,
2006,0.1,11.8,9.7,5110.9,88.2,36.2,704,115.6,22.3,960.9,27.3,161,2216.4,6,77.3,1.8,6.3,50.1,3.8,2.8,28.9,2.9,42.2,41,0,141.7,14.5,3.8,1,10.1,25.7,71.7,3.3,57.2,264.7,70.6,283.3,0.1,2.8,17.1,22.9,74.4,184.6,60.6,32,47.5,29.9,45.9,27.9,2.4,0.4,36.4,62.9,292.9,
2007,0.2,11.6,9.6,5232.6,89.7,41.2,710.4,112.4,22.6,959.8,29.4,159.9,2208.3,5.7,77,1.8,6.3,51.7,3.8,2.9,27.7,2.5,44.4,42,0,140,14,2.9,0.6,11,27.3,78.8,3.8,58.3,270,72.3,290.1,0,3.6,19.1,24.1,74,184.2,61.7,32,48.3,30.4,50.6,30.5,2.6,0.4,37.5,63.8,289.9,
2008,0.2,11.3,9.2,5222.5,88.2,39.9,712.5,110.5,23.4,968.3,29,157,2214.5,5.8,76,1.7,6.1,51.3,3.7,2.8,28.5,2.7,47.6,41.8,0,144.3,14.4,3.5,1,10.9,26.2,80.5,4,60.3,269,68.6,286.5,0,2.9,19.8,22.8,74.8,182.4,61.1,31.6,49.4,30.1,48.6,29.8,2.4,0.4,37,63.2,290.5,
2009,0.2,11.1,9.5,5196.8,85.1,43.1,724.2,106.5,24.2,982.7,28.6,157.8,2233.7,6.6,76.4,1.6,6.5,53.3,3.5,3.1,27.9,2.7,47.2,41.8,0,142.7,14,4.1,1.1,11.8,26.3,84.3,4.3,59.1,274.7,74.6,288.2,0.1,3.2,19.7,23.1,73.2,182.5,60,31.3,49.9,30.5,49.7,27.7,2.3,0.4,37.6,65.1,287,
